"id";"change";"budget_type";"bol_number";"pcs_number";"user";"date";"note";"driver_id";"is_edited";"current_rate";"original_rate";"total_miles"
444;400.0;"D";"1133629DK";"";"hannah";"2022-08-15 11:16:12.625170";"";64;1;2300.0;2700.0;610
445;0.0;"D";"";"000000";"bekzod";"2022-08-15 11:39:12.538854";"";21;1;1700.0;1700.0;601
446;620.79;"D";"116WBJXKF";"107926";"james";"2022-08-15 15:06:59.450923";"";37;0;2250.0;2870.79;699
447;-200.0;"D";"115H9TLR4";"107948";"james";"2022-08-15 15:07:27.894042";"";37;0;2100.0;1900.0;908
448;-613.81;"L";"113J4RXFR";"107903";"james";"2022-08-15 15:08:27.820225";"";46;0;2350.0;1736.19;474
449;0.0;"D";"136320531";"";"james";"2022-08-15 15:09:01.048957";"";46;1;1800.0;1800.0;618
450;86.19;"L";"111L7R7DZ";"";"james";"2022-08-15 15:09:32.782530";"";48;0;1650.0;1736.19;474
451;-113.81;"L";"114MKX6TK";"";"james";"2022-08-15 15:10:19.491093";"";48;0;1850.0;1736.19;474
452;200.0;"D";"136308834";"";"james";"2022-08-15 15:11:24.162920";"";48;0;1600.0;1800.0;562
453;86.19;"L";"116RSY96V";"";"james";"2022-08-15 15:12:17.211453";"";48;0;1650.0;1736.19;474
454;0.0;"D";"555055";"171555";"bekzod";"2022-08-15 09:41:19.318145";"";49;0;1500.0;1500.0;504
455;-300.0;"D";"";"107936";"bekzod";"2022-08-15 09:56:49.605651";"";45;0;4300.0;4000.0;1020
456;100.0;"D";"";"000000";"bekzod";"2022-08-16 05:17:42.181669";"";49;1;1636.0;1736.0;474
457;86.0;"D";"";"000000";"bekzod";"2022-08-16 05:17:42.181669";"";49;1;1650.0;1736.0;474
458;0.0;"D";"";"000000";"bekzod";"2022-08-16 08:49:57.923486";"";45;1;1900.0;1900.0;1090
459;-100.0;"D";"";"000000";"bekzod";"2022-08-16 09:34:07.471554";"";60;0;1600.0;1500.0;620
460;300.0;"D";"";"000000";"bekzod";"2022-08-16 10:05:14.495633";"";60;0;0.0;300.0;0
461;-300.0;"L";"111J91QLB";"107905";"ulugbek";"2022-08-16 10:21:42.467850";"";36;0;3000.0;2700.0;1200
462;-100.0;"D";"549925";"107912";"ulugbek";"2022-08-16 10:22:13.956521";"";8;0;1200.0;1100.0;380
463;100.0;"D";"C1636";"107913";"ulugbek";"2022-08-16 10:22:40.249261";"";24;0;1800.0;1900.0;460
464;-100.0;"D";"16619";"107965";"hannah";"2022-08-16 10:22:51.464844";"";35;0;1500.0;1400.0;625
465;0.0;"D";"114VFRLV7";"107921";"ulugbek";"2022-08-16 10:23:03.883962";"";14;0;1800.0;1800.0;435
466;-100.0;"D";"VB-YFS-FM3";"107940";"ulugbek";"2022-08-16 10:23:45.784913";"";36;0;1900.0;1800.0;629
467;100.0;"D";"C1637";"107941";"ulugbek";"2022-08-16 10:24:05.937501";"";8;0;1800.0;1900.0;460
468;0.0;"D";"178662";"107943";"ulugbek";"2022-08-16 10:24:36.413458";"";14;0;1200.0;1200.0;452
469;-150.0;"D";"574";"107946";"hannah";"2022-08-15 11:12:34.798338";"";64;0;1550.0;1400.0;623
470;-100.0;"D";"3252299";"107947";"ulugbek";"2022-08-16 10:25:12.654779";"";61;0;1600.0;1500.0;593
471;800.0;"D";"22-013047";"107949";"ulugbek";"2022-08-16 10:25:34.221436";"";24;0;1800.0;2600.0;432
472;400.0;"D";"112F85FNL";"107963";"hannah";"2022-08-15 11:16:12.625170";"";64;0;2300.0;2700.0;610
473;-300.0;"D";"111J91QLB";"";"ulugbek";"2022-08-13 14:14:42.942249";"";36;0;3000.0;2700.0;1200
474;400.0;"D";"1133629DK";"107966";"hannah";"2022-08-15 11:15:51.495227";"";28;0;2300.0;2700.0;610
475;0.0;"D";"114LRHY1F";"107956";"hannah";"2022-08-16 10:31:44.849101";"";16;0;1600.0;1600.0;366
476;100.0;"D";"";"000000";"bekzod";"2022-08-16 11:55:55.164364";"";60;0;2000.0;2100.0;610
477;0.0;"D";"113DN4FZZ";"107928";"hannah";"2022-08-16 13:17:16.799944";"";16;0;1250.0;1250.0;362
478;-300.0;"D";"116KLQXSB";"107891";"max";"2022-08-16 13:47:48.792872";"";7;0;3000.0;2700.0;1200
479;-100.0;"D";"E462416";"107876";"max";"2022-08-16 13:48:18.049982";"";7;0;1600.0;1500.0;600
480;400.0;"D";"113HY5H74";"107950";"max";"2022-08-16 13:50:07.166471";"";7;0;2300.0;2700.0;600
481;-100.0;"D";"27487";"107969";"max";"2022-08-16 13:50:50.571319";"";7;0;1500.0;1400.0;600
482;-500.0;"D";"116K4MB73";"107872";"max";"2022-08-16 13:54:25.847330";"";11;0;3200.0;2700.0;1215
483;-300.0;"D";"111X585GC";"107916";"max";"2022-08-16 13:55:11.515152";"";11;0;3000.0;2700.0;1200
484;0.0;"D";"3251103";"107964";"max";"2022-08-16 13:56:07.304486";"";11;0;1500.0;1500.0;600
485;-300.0;"D";"1111HRN45";"107970";"max";"2022-08-16 13:58:12.106483";"";34;0;3000.0;2700.0;1200
486;100.0;"D";"C1639";"107959";"ulugbek";"2022-08-16 14:18:12.817653";"";6;0;1800.0;1900.0;460
487;100.0;"D";"C1640";"107960";"ulugbek";"2022-08-16 14:18:36.542164";"";14;0;1800.0;1900.0;460
488;-100.0;"D";"12128242";"107961";"ulugbek";"2022-08-16 14:19:06.820480";"";8;0;1245.0;1145.0;445
489;-200.0;"D";"558";"107962";"ulugbek";"2022-08-16 14:19:55.289324";"";44;0;1700.0;1500.0;609
490;100.0;"D";"1116SDWQZ";"107974";"ulugbek";"2022-08-16 14:20:22.970401";"";36;1;2000.0;2100.0;612
491;0.0;"D";"";"";"james";"2022-08-15 15:09:01.048957";"";46;0;0.0;0.0;0
492;0.0;"D";"113SKDCJ6";"";"james";"2022-08-17 07:53:51.193787";"";37;0;1500.0;1500.0;591
493;-200.0;"D";"";"000000";"bekzod";"2022-08-17 08:11:15.212778";"";21;1;2100.0;1900.0;690
494;-50.0;"D";"3263595";"";"hannah";"2022-08-17 11:41:54.410994";"";64;1;2200.0;2150.0;645
495;-100.0;"D";"0500222";"";"hannah";"2022-08-17 11:42:27.937242";"";28;0;1500.0;1400.0;621
496;400.0;"D";"112N32B32";"";"hannah";"2022-08-17 11:43:09.724311";"";64;0;2300.0;2700.0;610
497;400.0;"D";"11676WKBY";"";"hannah";"2022-08-17 11:43:26.965322";"";28;0;2300.0;2700.0;610
498;400.0;"D";"11693JPFQ";"";"hannah";"2022-08-17 11:44:08.969034";"";35;0;2300.0;2700.0;610
499;100.0;"D";"1116SDWQZ";"107974";"ulugbek";"2022-08-16 14:20:22.970401";"";61;0;2000.0;2100.0;612
500;-303.01;"D";"111CG3WZ3";"107974";"ulugbek";"2022-08-17 11:47:13.386842";"";24;0;1700.0;1396.99;439
501;-50.0;"D";"X97-KWCV";"";"ulugbek";"2022-08-17 11:48:12.935830";"";6;0;1300.0;1250.0;460
502;-150.0;"D";"1150610";"";"ulugbek";"2022-08-17 11:48:31.504789";"";24;0;1300.0;1150.0;435
503;-100.0;"D";"C1642";"";"ulugbek";"2022-08-17 11:49:02.897277";"";36;0;2000.0;1900.0;620
504;100.0;"D";"C1641";"";"ulugbek";"2022-08-17 11:49:22.740020";"";8;0;1800.0;1900.0;460
505;0.0;"D";"UW1928010";"";"ulugbek";"2022-08-17 11:49:45.894061";"";61;0;1600.0;1600.0;595
506;1100.0;"D";"22-013094";"";"ulugbek";"2022-08-17 11:50:04.351207";"";14;0;1500.0;2600.0;432
507;-400.0;"D";"1044892";"";"ulugbek";"2022-08-17 11:50:58.258220";"";44;0;700.0;300.0;268
508;150.0;"D";"112CMGBJG";"";"ulugbek";"2022-08-17 11:51:23.229831";"";44;0;2000.0;2150.0;620
509;4700.0;"R";"2915056";"";"james";"2022-08-17 13:37:50.808411";"";48;1;1800.0;6500.0;459
510;423.6;"L";"11262YKSK";"";"james";"2022-08-17 13:38:27.385962";"";37;0;2350.0;2773.6;761
511;82.0;"S";"";"000000";"bekzod";"2022-08-18 06:22:03.649032";"";49;1;1627.0;1709.0;506
512;0.0;"D";"";"108018";"bekzod";"2022-08-18 06:22:41.833137";"";45;0;3000.0;3000.0;1189
513;600.0;"D";"";"108011";"bekzod";"2022-08-18 07:02:20.308786";"";26;0;500.0;1100.0;0
514;-250.0;"D";"";"000000";"bekzod";"2022-08-18 07:41:45.794927";"";26;1;1700.0;1450.0;748
515;4700.0;"L";"2915056";"";"admin";"2022-08-17 13:37:50.808411";"";48;1;1800.0;6500.0;459
516;4700.0;"D";"2915056";"";"admin";"2022-08-17 13:37:50.808411";"";48;0;1800.0;6500.0;459
517;0.0;"D";"";"107873";"bekzod";"2022-08-12 13:21:32.027923";"";21;1;3000.0;3000.0;610
518;-300.0;"D";"";"000000";"bekzod";"2022-08-18 11:13:07.109401";"";21;1;2600.0;2300.0;742
519;-150.0;"D";"";"000000";"bekzod";"2022-08-18 11:13:29.687828";"";60;0;1600.0;1450.0;600
520;-100.0;"D";"16640";"";"hannah";"2022-08-18 11:15:57.092063";"";35;0;1500.0;1400.0;604
521;-100.0;"D";"1411281";"";"hannah";"2022-08-18 11:17:09.245251";"";28;0;1500.0;1400.0;610
522;-50.0;"D";"3263595";"";"hannah";"2022-08-17 11:41:54.410994";"";64;0;2200.0;2150.0;645
523;-200.0;"D";"";"000000";"bekzod";"2022-08-18 11:49:45.557251";"Comp trl move: $500 from comp bdgt, $200 from drv bdgt";49;1;700.0;500.0;214
524;0.0;"D";"";"107873";"bekzod";"2022-08-12 13:21:32.027923";"$300 from comp bdgt (lane)";21;0;3000.0;3000.0;610
525;100.0;"D";"";"000000";"bekzod";"2022-08-18 12:37:32.626933";"";60;0;2000.0;2100.0;615
526;-100.0;"D";"22-013112";"108033";"ulugbek";"2022-08-18 13:21:26.545347";"";8;0;1300.0;1200.0;432
527;0.0;"D";"13549";"108034";"ulugbek";"2022-08-18 13:21:56.295873";"";44;0;1350.0;1350.0;430
528;0.0;"D";"13550";"108035";"ulugbek";"2022-08-18 13:22:21.806926";"";36;0;1350.0;1350.0;430
529;100.0;"D";"C1643";"108036";"ulugbek";"2022-08-18 13:22:51.576292";"";6;0;1800.0;1900.0;460
530;-100.0;"D";"113N6MBL3";"108037";"ulugbek";"2022-08-18 13:23:19.687897";"";14;0;1600.0;1500.0;380
531;100.0;"D";"1151NLNYX";"108039";"ulugbek";"2022-08-18 13:23:44.398703";"";61;0;2000.0;2100.0;612
532;-513.81;"L";"";"";"simon-john";"2022-08-18 14:14:47.906380";"";38;1;2250.0;1736.19;474
533;-513.81;"L";"136306690";"";"simon-john";"2022-08-18 14:14:47.906380";"";38;0;2250.0;1736.19;474
534;200.0;"D";"";"";"simon-john";"2022-08-18 14:18:43.665664";"";38;0;1600.0;1800.0;460
535;158.58;"L";"111N6DP2Q";"";"simon-john";"2022-08-18 14:19:47.346686";"";38;0;2000.0;2158.58;558
536;-200.0;"D";"5195536";"";"simon-john";"2022-08-18 14:20:42.066355";"";38;1;1500.0;1300.0;570
537;-150.0;"L";"5195536";"";"simon-john";"2022-08-18 14:20:42.066355";"";38;1;1550.0;1400.0;503
538;-150.0;"L";"5195536";"";"simon-john";"2022-08-18 14:20:42.066355";"";38;0;1550.0;1400.0;503
539;0.0;"D";"857793";"";"simon-john";"2022-08-18 14:24:25.212286";"";50;0;1650.0;1650.0;711
540;0.0;"D";"214494";"";"simon-john";"2022-08-18 14:25:44.720807";"";50;0;1500.0;1500.0;574
541;-150.0;"D";"81659";"";"simon-john";"2022-08-18 14:26:33.000471";"";50;0;2300.0;2150.0;776
542;0.0;"D";"144278";"";"simon-john";"2022-08-18 14:28:47.103562";"";53;0;4000.0;4000.0;1311
543;-600.0;"D";"2579353";"";"simon-john";"2022-08-18 14:29:47.549222";"";53;1;3200.0;2600.0;1363
544;-500.0;"D";"2579353";"";"simon-john";"2022-08-18 14:29:47.549222";"";53;0;3200.0;2700.0;1363
545;0.0;"D";"114SP937W";"";"simon-john";"2022-08-18 14:32:28.055603";"";66;0;948.14;948.14;308
546;-113.81;"L";"1128JP659";"";"simon-john";"2022-08-18 14:34:15.614876";"";66;0;1850.0;1736.19;475
547;0.0;"D";"12132160";"";"simon-john";"2022-08-18 14:36:01.774626";"";66;0;1500.0;1500.0;432
548;76.69;"L";"115KVH437";"";"simon-john";"2022-08-18 14:36:47.569428";"";66;0;1650.0;1726.69;475
549;-200.0;"D";"21721684";"";"simon-john";"2022-08-18 14:37:32.423327";"";66;0;1700.0;1500.0;606
550;100.0;"D";"0026786";"";"simon-john";"2022-08-18 14:39:29.405178";"";32;0;4200.0;4300.0;1535
551;-150.0;"L";"1178511";"";"simon-john";"2022-08-18 14:41:43.986118";"";52;0;1800.0;1650.0;500
552;-123.31;"D";"113HT55XL";"";"simon-john";"2022-08-18 14:42:27.734529";"";52;0;1850.0;1726.69;474
553;-100.0;"L";"U3051550";"";"simon-john";"2022-08-18 14:43:39.450169";"";52;0;1050.0;950.0;379
554;-100.0;"D";"602763";"";"simon-john";"2022-08-18 14:45:27.529107";"";51;0;1500.0;1400.0;503
555;169.76;"L";"114JDN83J";"";"simon-john";"2022-08-18 14:46:06.103744";"";51;0;2000.0;2169.76;558
556;0.0;"D";"136327228";"";"simon-john";"2022-08-18 14:47:20.541626";"";51;0;1645.0;1645.0;618
557;158.58;"L";"113FZ6BDD";"";"simon-john";"2022-08-18 14:48:00.466566";"";51;0;2000.0;2158.58;558
558;-200.0;"L";"004598629";"";"simon-john";"2022-08-18 14:48:47.574660";"";51;0;1500.0;1300.0;594
559;500.0;"D";"BX22080047";"";"simon-john";"2022-08-18 14:50:44.289943";"";42;0;6700.0;7200.0;2807
560;0.0;"R";"7323637";"";"simon-john";"2022-08-18 14:51:48.936602";"";25;0;300.0;300.0;74
561;0.0;"D";"114KS4P9N";"";"simon-john";"2022-08-18 14:52:29.317091";"";25;0;2056.0;2056.0;553
562;0.0;"D";"21680725";"";"simon-john";"2022-08-18 14:54:05.737565";"";25;0;1250.0;1250.0;525
563;-23.31;"L";"116LHGDD4";"";"simon-john";"2022-08-18 14:54:49.772971";"";25;0;1750.0;1726.69;474
564;-250.0;"L";"4595853";"";"simon-john";"2022-08-18 14:55:47.977862";"";25;0;1550.0;1300.0;526
565;50.0;"L";"114VT5YG3";"";"simon-john";"2022-08-18 14:57:29.308893";"";30;0;175.0;225.0;0
566;-330.24;"L";"112PNXL2R";"";"simon-john";"2022-08-18 14:58:30.839825";"";30;0;2500.0;2169.76;558
567;-150.0;"D";"917987";"";"simon-john";"2022-08-18 15:00:18.345401";"";30;0;2550.0;2400.0;1110
568;300.0;"L";"114DJ8L2L";"";"james";"2022-08-18 15:01:45.155259";"";48;0;1426.69;1726.69;474
569;0.0;"D";"1191779";"";"simon-john";"2022-08-18 15:01:46.552280";"";30;0;2400.0;2400.0;813
570;-150.0;"L";"5152085";"";"simon-john";"2022-08-18 15:02:58.241934";"";43;1;1400.0;1250.0;419
571;0.0;"L";"136319640";"";"simon-john";"2022-08-18 15:02:58.241934";"";43;0;1600.0;1600.0;476
572;86.19;"L";"112Z721GB";"";"simon-john";"2022-08-18 15:05:56.510301";"";43;0;1650.0;1736.19;474
573;-100.0;"L";"1733540";"";"simon-john";"2022-08-18 15:06:45.408784";"";43;0;1300.0;1200.0;444
574;76.69;"L";"1136CSBTY";"";"simon-john";"2022-08-18 15:07:17.048312";"";43;0;1650.0;1726.69;474
575;0.0;"D";"";"108052";"bekzod";"2022-08-19 06:34:02.663694";"";49;0;2000.0;2000.0;615
576;-250.0;"D";"";"108040";"bekzod";"2022-08-18 07:41:45.794927";"";26;0;1700.0;1450.0;748
577;-300.0;"D";"";"108042";"bekzod";"2022-08-18 11:13:07.109401";"";21;0;2600.0;2300.0;742
578;-200.0;"D";"";"108001";"bekzod";"2022-08-17 08:11:15.212778";"";21;0;2100.0;1900.0;690
579;0.0;"D";"";"107945";"bekzod";"2022-08-15 11:39:12.538854";"";21;0;1700.0;1700.0;601
580;-200.0;"D";"";"108043";"bekzod";"2022-08-18 11:49:45.557251";"Comp trl move: $500 from comp bdgt, $200 from drv bdgt";49;0;700.0;500.0;214
581;82.0;"S";"";"108020";"bekzod";"2022-08-18 06:22:03.649032";"";49;0;1627.0;1709.0;506
582;86.0;"D";"";"107986";"bekzod";"2022-08-16 05:17:42.181669";"";49;0;1650.0;1736.0;474
583;0.0;"D";"";"107968";"bekzod";"2022-08-16 08:49:57.923486";"";45;0;1900.0;1900.0;1090
584;-100.0;"D";"";"107898";"bekzod";"2022-08-13 11:46:11.134768";"";45;0;441.0;341.0;98
585;200.0;"D";"";"108046";"bekzod";"2022-08-19 07:20:46.694442";"";49;0;1600.0;1800.0;547
586;300.0;"D";"112WVL6L2";"107989";"max";"2022-08-19 11:49:30.516132";"";7;0;2400.0;2700.0;600
587;-50.0;"D";"22356";"108029";"max";"2022-08-19 11:50:08.070024";"";7;0;1500.0;1450.0;600
588;400.0;"D";"115M2DPL4";"108015";"max";"2022-08-19 11:52:14.565105";"";11;0;2300.0;2700.0;600
589;100.0;"D";"100707";"108041";"max";"2022-08-19 11:52:36.088521";"";11;0;1500.0;1600.0;600
590;400.0;"D";"1134WF88D";"";"max";"2022-08-19 11:53:06.338039";"";11;0;2300.0;2700.0;600
591;400.0;"D";"114QVVBFQ";"";"hannah";"2022-08-19 11:53:19.342392";"";35;0;2300.0;2700.0;603
592;-50.0;"D";"3271980";"";"hannah";"2022-08-19 11:54:58.649879";"";35;1;1500.0;1450.0;620
593;-150.0;"D";"S111219915";"";"hannah";"2022-08-19 11:56:08.204790";"";64;0;1500.0;1350.0;620
594;0.0;"D";"576";"108004";"max";"2022-08-19 11:56:08.844225";"";34;0;1500.0;1500.0;600
595;400.0;"D";"115Z44H1F";"";"max";"2022-08-19 11:57:04.111964";"";34;0;2300.0;2700.0;600
596;-450.0;"D";"";"000000";"bekzod";"2022-08-19 12:22:33.710221";"";60;1;1500.0;1050.0;630
597;100.0;"D";"";"000000";"bekzod";"2022-08-19 12:22:45.386505";"";60;1;2000.0;2100.0;612
598;200.0;"D";"";"000000";"bekzod";"2022-08-19 12:22:33.710221";"";60;0;1600.0;1800.0;535
599;-200.0;"D";"";"000000";"bekzod";"2022-08-19 13:38:15.037229";"";26;0;1700.0;1500.0;634
600;-50.0;"D";"115WF2MZF";"100564";"alex";"2022-08-19 13:45:10.666042";"";55;0;1000.0;950.0;390
601;-200.0;"D";"1201230";"100585";"alex";"2022-08-19 13:47:11.740679";"";55;0;2000.0;1800.0;530
602;-100.0;"D";"FL-3026";"";"alex";"2022-08-19 13:48:21.705261";"";54;0;1500.0;1400.0;489
603;-23.31;"D";"";"";"alex";"2022-08-19 13:52:00.187878";"";54;0;1750.0;1726.69;489
604;0.0;"D";"";"";"alex";"2022-08-19 13:52:15.319939";"";54;0;1800.0;1800.0;459
605;0.0;"D";"2919573";"";"alex";"2022-08-19 13:52:37.110207";"";54;0;2600.0;2600.0;996
606;0.0;"D";"C1638";"";"alex";"2022-08-19 13:53:04.667834";"";65;0;1800.0;1800.0;470
607;0.0;"D";"90856";"";"alex";"2022-08-19 13:54:14.221781";"";65;0;150.0;150.0;890
608;0.0;"D";"21738757";"";"alex";"2022-08-19 13:54:42.049672";"";65;0;2500.0;2500.0;909
609;-200.0;"D";"LD3748918";"";"alex";"2022-08-19 13:55:24.577683";"";65;0;1900.0;1700.0;684
610;23.0;"D";"113Y63FJ3";"";"alex";"2022-08-19 13:58:00.556661";"";65;0;2750.0;2773.0;761
611;-50.0;"D";"115WF2MZF";"";"alex";"2022-08-19 13:58:48.605939";"";59;0;1000.0;950.0;390
612;0.0;"D";"116BR21PJ";"";"james";"2022-08-20 08:09:23.420909";"";37;0;768.26;768.26;278
613;200.0;"D";"0386872";"";"james";"2022-08-20 08:12:43.928406";"";48;0;1800.0;2000.0;426
614;-300.0;"D";"";"000000";"bekzod";"2022-08-19 12:22:45.386505";"";60;1;2400.0;2100.0;612
615;100.0;"D";"C1645";"108064";"ulugbek";"2022-08-20 13:07:52.852116";"";44;0;1800.0;1900.0;460
616;-150.0;"D";"1136D2TQ2";"108064";"ulugbek";"2022-08-20 13:08:21.464920";"";24;0;1900.0;1750.0;446
617;-100.0;"D";"114YDYPZS";"108066";"ulugbek";"2022-08-20 13:08:46.450678";"";8;0;1850.0;1750.0;446
618;-200.0;"D";"1336615";"108067";"ulugbek";"2022-08-20 13:09:18.700580";"";14;0;1200.0;1000.0;441
619;-150.0;"D";"12150789";"108068";"ulugbek";"2022-08-20 13:09:49.420793";"";6;0;1250.0;1100.0;435
620;100.0;"D";"C1646";"108070";"ulugbek";"2022-08-20 13:10:36.526158";"";36;0;1800.0;1900.0;460
621;-150.0;"D";"2165970";"108091";"ulugbek";"2022-08-20 13:11:30.141575";"";8;0;1250.0;1100.0;392
622;-300.0;"D";"BR794987";"108094";"ulugbek";"2022-08-20 13:11:59.087993";"";24;0;1300.0;1000.0;399
623;0.0;"D";"";"000000";"bekzod";"2022-08-20 15:01:48.519267";"";26;0;1127.15;1127.15;401
624;-300.0;"L";"108109";"";"bekzod";"2022-08-22 07:13:15.721821";"";21;0;3000.0;2700.0;612
625;-300.0;"D";"";"108098";"bekzod";"2022-08-22 07:13:47.026851";"";60;0;2400.0;2100.0;612
626;0.0;"D";"";"108104";"bekzod";"2022-08-22 07:14:25.026286";"";26;0;1127.0;1127.0;400
627;0.0;"D";"";"108101";"bekzod";"2022-08-22 07:14:50.916283";"";49;0;1600.0;1600.0;580
628;-200.0;"D";"";"000000";"bekzod";"2022-08-22 07:22:13.635407";"";45;0;2002.0;1802.0;845
629;76.69;"L";"112CY2GLX";"";"simon-john";"2022-08-22 07:43:46.897391";"";52;0;1650.0;1726.69;474
630;-250.0;"D";"4595853";"";"simon-john";"2022-08-22 07:45:53.602866";"";25;0;1550.0;1300.0;526
631;76.69;"L";"1162Y2FYS";"";"simon-john";"2022-08-22 07:46:46.943927";"";25;0;1650.0;1726.69;474
632;0.0;"D";"112BZ9SHC";"";"simon-john";"2022-08-22 07:47:29.093558";"";25;0;800.0;800.0;200
633;-100.0;"D";"115FZHBPM";"";"simon-john";"2022-08-22 07:49:09.609151";"";43;0;2000.0;1900.0;561
634;-300.0;"D";"";"000000";"bekzod";"2022-08-22 09:28:02.058542";"";60;1;2100.0;1800.0;750
635;-100.0;"D";"";"000000";"bekzod";"2022-08-22 09:58:26.804254";"";21;0;1600.0;1500.0;600
636;0.0;"D";"";"000000";"bekzod";"2022-08-19 12:22:45.386505";"";60;0;0.0;0.0;612
637;-50.0;"D";"3271980";"108089";"hannah";"2022-08-22 11:26:29.749999";"";35;1;1500.0;1450.0;632
638;400.0;"D";"116JJP25V";"108088";"hannah";"2022-08-22 11:27:05.040384";"";28;0;2300.0;2700.0;610
639;400.0;"D";"113TSRYKW";"108093";"hannah";"2022-08-22 11:27:29.664884";"";64;0;2300.0;2700.0;610
640;300.0;"D";"114SRJPJ4";"";"hannah";"2022-08-22 11:28:28.288030";"";35;0;2400.0;2700.0;623
641;-200.0;"D";"21759057";"";"hannah";"2022-08-22 11:29:21.744251";"";28;1;1600.0;1400.0;623
642;-100.0;"D";"T-113TJLYFR";"";"hannah";"2022-08-22 11:30:25.433954";"";16;0;1000.0;900.0;286
643;0.0;"D";"116Q6644X";"108079";"hannah";"2022-08-22 11:33:18.846515";"";16;0;1250.0;1250.0;183
644;-250.0;"D";"";"000000";"bekzod";"2022-08-22 13:03:15.387278";"";26;1;1900.0;1650.0;459
645;-250.0;"D";"";"108143";"bekzod";"2022-08-22 13:03:15.387278";"";26;0;1900.0;1650.0;459
646;-300.0;"D";"";"108140";"bekzod";"2022-08-22 09:28:02.058542";"";60;0;2100.0;1800.0;750
647;-150.0;"D";"21685970";"108091";"ulugbek";"2022-08-22 14:36:01.356134";"";8;0;1250.0;1100.0;392
648;100.0;"D";"C1647";"108095";"ulugbek";"2022-08-22 14:36:34.953783";"";67;0;1800.0;1900.0;460
649;-200.0;"D";"795535";"108110";"ulugbek";"2022-08-22 14:37:20.082231";"";67;0;1200.0;1000.0;399
650;100.0;"D";"C1663";"108111";"ulugbek";"2022-08-22 14:37:42.096983";"";8;0;1800.0;1900.0;460
651;0.0;"D";"112RVBYJ4";"108120";"ulugbek";"2022-08-22 14:38:15.104341";"";44;0;800.0;800.0;189
652;14.0;"D";"113DRVZJ1";"108119";"ulugbek";"2022-08-22 14:38:50.270089";"";44;0;1100.0;1114.0;325
653;-300.0;"D";"115SGMDLW";"108126";"ulugbek";"2022-08-22 14:39:46.600609";"";36;0;3000.0;2700.0;1218
654;100.0;"D";"C1666";"108127";"ulugbek";"2022-08-22 14:40:08.781424";"";67;0;1800.0;1900.0;460
655;0.0;"D";"22-013129";"108129";"ulugbek";"2022-08-22 14:40:32.735964";"";8;0;2600.0;2600.0;432
656;100.0;"D";"C1665";"108130";"ulugbek";"2022-08-22 14:41:02.930894";"";6;0;1800.0;1900.0;460
657;-150.0;"D";"4220429";"108138";"ulugbek";"2022-08-22 14:41:25.216723";"";17;0;1300.0;1150.0;432
658;0.0;"D";"";"000000";"bekzod";"2022-08-23 08:02:02.889286";"";60;0;1700.0;1700.0;550
659;0.0;"D";"";"000000";"bekzod";"2022-08-23 08:48:33.409186";"";45;0;947.0;947.0;180
660;-24.0;"D";"115RRZYZN";"100595";"alex";"2022-08-23 11:52:28.444373";"";54;0;1750.0;1726.0;475
661;-150.0;"D";"1156615";"108163";"hannah";"2022-08-23 11:54:36.967110";"";35;0;1600.0;1450.0;623
662;-100.0;"D";"2011168";"108162";"hannah";"2022-08-23 11:55:28.632165";"";64;0;1500.0;1400.0;612
663;0.0;"D";"1135KHP5Q";"108166";"hannah";"2022-08-23 11:56:41.998862";"";16;0;614.37;614.37;214
664;0.0;"D";"111V3QLS2";"108153";"hannah";"2022-08-23 11:57:14.290906";"";16;0;1900.0;1900.0;383
665;400.0;"D";"112JGN9YV";"";"hannah";"2022-08-23 11:58:23.450272";"";28;0;2300.0;2700.0;610
666;0.0;"D";"112DXKJT1";"100603";"alex";"2022-08-23 11:58:25.993297";"";54;0;1150.0;1150.0;344
667;400.0;"D";"111CW4ZJK";"";"hannah";"2022-08-23 11:58:59.256625";"";64;0;2300.0;2700.0;610
668;400.0;"D";"111Q3QJ7G";"";"hannah";"2022-08-23 11:59:35.553329";"";35;0;2300.0;2700.0;610
669;0.0;"D";"114PK6YCV";"100607";"alex";"2022-08-23 12:00:19.142619";"";54;0;900.0;900.0;175
670;0.0;"D";"1137ZZ7P3";"100615";"alex";"2022-08-23 12:02:32.732634";"CANCELED TONU: $150";54;0;0.0;0.0;241
671;0.0;"D";"1137ZZ7P3";"100615";"alex";"2022-08-23 12:02:32.741997";"CANCELED TONU: $150";54;0;0.0;0.0;241
672;0.0;"D";"T-116R8DQ92";"100620";"alex";"2022-08-23 12:03:31.259892";"";54;0;850.0;850.0;262
